شناسه_مشترک,جنسیت,سن,ماه_تولد,سابقه_سیم‌کارت_ماه,نسل_اینترنت_همراه,بسته_رومینگ_بین‌الملل,فضای_ابری_اپراتور,بسته_اینترنت_شبانه,سرویس_تماس_VoLTE,سوپراپ_شبکه اجتماعی,سوپراپ_خدمات_مالی,نوع_سیم‌کارت,استفاده_اپلیکیشن_اپراتور,هزینه_ماهیانه_تومان,هزینه_کل_تومان,ریزش
990,مرد,40,آذر,34,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2940000,101820000,خیر
991,زن,43,آذر,56,5G,بله,خیر,بله,خیر,خیر,خیر,دائمی,خیر,12045000,677047500,خیر
992,زن,18,فروردین,58,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3652500,213577500,خیر
993,زن,37,شهریور,22,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3787500,83310000,خیر
994,زن,32,فروردین,10,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3915000,33832500,خیر
995,مرد,28,تیر,13,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3000000,40267500,خیر
996,زن,37,فروردین,35,5G,خیر,بله,خیر,بله,خیر,خیر,اعتباری,خیر,12795000,437625000,بله
997,زن,62,اسفند,34,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,10500000,362415000,بله
998,زن,48,مهر,4,5G,خیر,خیر,خیر,خیر,بله,بله,اعتباری,بله,14145000,63667500,بله
999,مرد,33,مرداد,72,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3105000,223815000,خیر
1000,مرد,47,فروردین,2,4G,خیر,خیر,خیر,بله,بله,بله,اعتباری,خیر,10545000,19860000,خیر
1001,زن,57,آذر,7,5G,خیر,خیر,بله,خیر,بله,بله,اعتباری,بله,14302500,99135000,بله
1002,مرد,51,شهریور,27,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,11325000,284092500,بله
1003,مرد,41,تیر,4,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,10432500,42735000,خیر
1004,زن,32,آذر,37,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2977500,117637500,خیر
1005,مرد,48,مهر,21,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,3000000,62655000,خیر
1006,زن,45,خرداد,53,5G,خیر,خیر,خیر,خیر,بله,بله,دائمی,بله,14377500,752437500,خیر
1007,زن,51,خرداد,18,5G,خیر,خیر,خیر,بله,خیر,بله,اعتباری,بله,13515000,241912500,بله
1008,زن,48,آذر,2,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,10342500,17962500,بله
1009,مرد,53,مهر,32,5G,بله,خیر,خیر,خیر,بله,بله,اعتباری,بله,14932500,480697500,بله
1010,مرد,34,آبان,23,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,3112500,72780000,خیر
1011,مرد,56,اسفند,3,4G,بله,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,7522500,24127500,خیر
1012,زن,42,اردیبهشت,71,4G,بله,بله,خیر,بله,بله,بله,دائمی,خیر,8797500,621787500,خیر
1013,مرد,65,اسفند,9,5G,خیر,خیر,خیر,بله,بله,بله,اعتباری,بله,14385000,124117500,خیر
1014,زن,32,اردیبهشت,1,4G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,خیر,7425000,7425000,خیر
1015,مرد,61,خرداد,18,3G,خیر,خیر,بله,خیر,خیر,بله,اعتباری,خیر,8617500,148627500,بله
1016,مرد,42,مرداد,12,4G,خیر,خیر,خیر,خیر,خیر,بله,دائمی,خیر,8047500,104452500,بله
1017,مرد,32,خرداد,71,4G,بله,بله,بله,بله,خیر,بله,دائمی,بله,12015000,837810000,خیر
1018,زن,34,تیر,64,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,3660000,240180000,خیر
1019,مرد,36,خرداد,4,4G,خیر,خیر,خیر,بله,خیر,بله,اعتباری,بله,6007500,24367500,خیر
1020,زن,45,دی,23,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,بله,2925000,70530000,خیر
1021,زن,46,اسفند,39,4G,بله,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,7657500,309900000,خیر
1022,مرد,33,مهر,28,4G,بله,خیر,خیر,بله,خیر,خیر,دائمی,خیر,8152500,213967500,خیر
1023,زن,40,مرداد,5,5G,خیر,بله,خیر,خیر,بله,خیر,اعتباری,بله,12705000,58875000,خیر
1024,زن,66,آذر,45,5G,خیر,خیر,بله,خیر,خیر,بله,اعتباری,بله,12915000,579217500,خیر
1025,مرد,61,مهر,37,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,10552500,382935000,خیر
1026,زن,45,دی,60,5G,بله,بله,بله,بله,بله,بله,دائمی,بله,16500000,1000252500,خیر
1027,مرد,40,شهریور,8,5G,خیر,خیر,بله,خیر,بله,بله,اعتباری,بله,15090000,122910000,بله
1028,زن,41,بهمن,47,5G,بله,خیر,بله,خیر,بله,خیر,دائمی,خیر,14235000,692287500,خیر
1029,مرد,47,خرداد,26,5G,خیر,خیر,خیر,خیر,بله,خیر,اعتباری,بله,12562500,310590000,بله
1030,زن,28,اسفند,3,5G,بله,خیر,خیر,بله,بله,خیر,اعتباری,بله,13245000,41062500,بله
1031,زن,37,اسفند,50,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,10462500,533655000,خیر
1032,مرد,20,فروردین,27,4G,خیر,خیر,خیر,بله,بله,بله,اعتباری,خیر,10740000,293565000,خیر
1033,زن,45,آبان,8,5G,خیر,خیر,بله,خیر,بله,بله,اعتباری,بله,13815000,109492500,بله
1034,زن,48,شهریور,62,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3547500,212512500,خیر
1035,زن,34,فروردین,71,4G,بله,خیر,بله,بله,بله,بله,دائمی,خیر,12277500,888660000,خیر
1036,مرد,59,اسفند,66,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3765000,254655000,خیر
1037,مرد,25,آذر,68,5G,بله,بله,بله,بله,بله,بله,دائمی,بله,17205000,1177477500,خیر
1038,زن,22,مرداد,13,4G,خیر,خیر,بله,خیر,بله,بله,اعتباری,خیر,7372500,97410000,خیر
1039,مرد,43,اردیبهشت,56,5G,خیر,خیر,خیر,خیر,خیر,بله,دائمی,بله,12135000,683625000,خیر
1040,مرد,53,اردیبهشت,38,5G,بله,بله,خیر,خیر,خیر,خیر,اعتباری,بله,11917500,451957500,بله
1041,مرد,60,فروردین,14,5G,خیر,خیر,خیر,خیر,بله,بله,اعتباری,خیر,13567500,189915000,بله
1042,زن,34,آبان,16,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,2895000,54052500,خیر
1043,زن,53,بهمن,14,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,10530000,156975000,خیر
1044,مرد,40,آبان,32,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,10462500,352185000,بله
1045,زن,38,شهریور,8,4G,بله,خیر,خیر,بله,خیر,خیر,دائمی,خیر,8137500,67162500,خیر
1046,زن,51,آذر,43,5G,خیر,خیر,بله,خیر,بله,بله,اعتباری,بله,14895000,631492500,خیر
1047,زن,48,بهمن,52,3G,بله,خیر,بله,بله,بله,خیر,دائمی,خیر,11100000,581647500,خیر
1048,مرد,21,شهریور,3,4G,خیر,خیر,خیر,بله,خیر,خیر,اعتباری,بله,7537500,22845000,خیر
1049,مرد,58,مهر,29,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,2970000,85830000,خیر
1050,زن,57,اردیبهشت,1,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,2947500,2947500,بله
1051,مرد,32,تیر,12,4G,خیر,خیر,بله,بله,خیر,بله,اعتباری,بله,6547500,79042500,بله
1052,زن,45,مهر,16,4G,خیر,خیر,خیر,خیر,خیر,بله,اعتباری,بله,5325000,82905000,خیر
1053,زن,46,تیر,40,4G,خیر,خیر,بله,بله,بله,بله,دائمی,بله,12112500,481297500,خیر
1054,زن,43,فروردین,5,4G,خیر,خیر,بله,خیر,خیر,بله,اعتباری,خیر,5925000,31612500,بله
1055,مرد,33,مرداد,40,5G,خیر,خیر,خیر,خیر,بله,بله,اعتباری,بله,14565000,556042500,بله
1056,زن,32,آذر,36,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2932500,93112500,خیر
1057,زن,40,بهمن,5,5G,خیر,خیر,خیر,خیر,خیر,بله,اعتباری,بله,12000000,61875000,بله
1058,زن,54,اردیبهشت,10,5G,بله,خیر,خیر,خیر,بله,خیر,اعتباری,بله,12705000,124807500,بله
1059,مرد,47,بهمن,2,5G,خیر,خیر,خیر,خیر,بله,بله,اعتباری,بله,13432500,27832500,بله
1060,مرد,36,بهمن,23,5G,خیر,خیر,خیر,بله,بله,خیر,اعتباری,بله,13590000,291480000,بله
1061,مرد,49,آذر,26,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,3007500,75885000,خیر
1062,زن,18,مرداد,72,5G,بله,بله,بله,خیر,بله,بله,دائمی,بله,16860000,1207027500,خیر
1063,زن,54,آذر,34,4G,خیر,خیر,خیر,بله,خیر,خیر,اعتباری,خیر,7530000,272295000,خیر
1064,مرد,19,فروردین,10,4G,بله,خیر,خیر,بله,بله,خیر,اعتباری,خیر,9337500,91942500,خیر
1065,زن,36,اسفند,14,3G,بله,خیر,خیر,بله,خیر,خیر,دائمی,خیر,8355000,119272500,خیر
1066,زن,27,شهریور,23,5G,بله,خیر,خیر,خیر,بله,خیر,اعتباری,بله,13507500,325470000,بله
1067,مرد,24,اردیبهشت,47,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2947500,145965000,خیر
1068,مرد,54,اسفند,24,5G,بله,خیر,خیر,بله,خیر,بله,اعتباری,بله,13387500,331530000,خیر
1069,مرد,34,تیر,49,5G,خیر,بله,خیر,خیر,بله,بله,اعتباری,بله,14857500,728062500,بله
1070,مرد,44,مرداد,20,3G,بله,خیر,خیر,بله,خیر,خیر,دائمی,خیر,8100000,158385000,خیر
1071,زن,39,مرداد,2,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,خیر,10462500,21682500,بله
1072,زن,46,دی,2,4G,خیر,بله,خیر,خیر,خیر,خیر,اعتباری,بله,7357500,13665000,بله
1073,مرد,41,فروردین,22,3G,خیر,خیر,بله,بله,بله,بله,دائمی,خیر,8512500,195727500,خیر
1074,مرد,25,مهر,7,5G,خیر,خیر,بله,خیر,بله,بله,اعتباری,بله,14707500,106950000,بله
1075,مرد,52,فروردین,1,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,3165000,3165000,خیر
1076,زن,34,اسفند,59,5G,خیر,بله,خیر,بله,خیر,بله,اعتباری,بله,14497500,837120000,خیر
1077,زن,21,آبان,58,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,3675000,224685000,خیر
1078,زن,35,خرداد,41,5G,بله,بله,بله,بله,بله,بله,اعتباری,بله,17175000,679117500,بله
1079,زن,58,مهر,59,5G,خیر,بله,خیر,خیر,خیر,خیر,دائمی,بله,11880000,688552500,خیر
1080,زن,50,آذر,3,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,10432500,30030000,خیر
1081,مرد,36,شهریور,32,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,بله,3007500,92167500,خیر
1082,مرد,36,مرداد,46,5G,خیر,خیر,بله,خیر,بله,بله,اعتباری,بله,14827500,684735000,خیر
1083,مرد,36,مرداد,0,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,3862500,0,خیر
1084,مرد,65,اردیبهشت,2,5G,خیر,خیر,خیر,خیر,خیر,بله,اعتباری,بله,12142500,25672500,بله
1085,زن,45,تیر,52,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,دائمی,خیر,2940000,151860000,خیر
1086,زن,45,خرداد,13,5G,خیر,خیر,بله,خیر,خیر,خیر,اعتباری,بله,11145000,141052500,بله
1087,زن,52,آبان,11,5G,خیر,خیر,خیر,خیر,بله,بله,اعتباری,خیر,13455000,157155000,بله
1088,مرد,43,اردیبهشت,32,5G,بله,خیر,خیر,بله,خیر,خیر,اعتباری,خیر,13147500,414960000,خیر
1089,مرد,37,آذر,17,5G,خیر,خیر,بله,خیر,بله,بله,اعتباری,بله,15067500,243367500,بله
1090,زن,38,دی,16,5G,خیر,خیر,خیر,خیر,خیر,خیر,اعتباری,بله,11212500,169402500,خیر
1091,زن,39,بهمن,51,5G,بله,بله,بله,خیر,بله,بله,دائمی,خیر,16117500,852135000,خیر
1092,مرد,40,فروردین,29,3G,خیر,خیر,بله,بله,بله,بله,دائمی,بله,11302500,336585000,خیر
1093,مرد,49,مرداد,70,4G,بله,بله,بله,بله,خیر,خیر,دائمی,خیر,9742500,678487500,خیر
1094,زن,41,آبان,71,5G,بله,خیر,بله,بله,خیر,بله,دائمی,خیر,15067500,1073955000,خیر
1095,مرد,49,خرداد,41,4G,خیر,بله,بله,خیر,بله,خیر,دائمی,خیر,10275000,425992500,خیر
1096,مرد,39,شهریور,1,5G,خیر,خیر,خیر,خیر,بله,خیر,اعتباری,بله,12082500,12082500,خیر
1097,زن,41,تیر,7,4G,بله,خیر,بله,بله,بله,بله,اعتباری,خیر,12187500,87015000,خیر
1098,مرد,18,مهر,25,5G,خیر,خیر,خیر,خیر,بله,بله,دائمی,بله,13560000,326790000,بله
1099,مرد,51,مرداد,67,5G,بله,بله,خیر,بله,خیر,خیر,دائمی,خیر,13432500,905782500,خیر
1100,مرد,44,مرداد,5,4G,خیر,خیر,خیر,بله,خیر,خیر,اعتباری,بله,8355000,38910000,خیر
1101,مرد,52,فروردین,15,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,بله,3720000,48622500,خیر
1102,زن,18,دی,20,2G,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,فاقد سرویس دیتا,اعتباری,خیر,3000000,62647500,خیر
1103,مرد,65,فروردین,3,4G,خیر,بله,بله,خیر,خیر,خیر,اعتباری,بله,8422500,25222500,بله
1104,مرد,38,دی,54,5G,خیر,بله,خیر,بله,بله,بله,دائمی,بله,15780000,845677500,خیر
